0	0.000000
1	1.000000
2	2.000000
3	3.000000
4	3.000000
5	4.000000
6	5.000000
7	6.000000
8	7.000000
9	8.000000
10	9.000000
11	9.000000
12	10.000000
13	11.000000
14	11.000000
15	12.000000
16	12.000000
17	13.000000
18	13.000000
19	14.000000
20	13.000000
21	14.000000
22	14.000000
23	15.000000
24	16.000000
25	16.000000
26	16.000000
27	16.000000
28	16.000000
29	16.000000
30	17.000000
31	17.000000
32	17.000000
33	17.000000
34	17.000000
35	17.000000
36	18.000000
37	18.000000
38	18.000000
39	19.000000
40	18.000000
41	19.000000
42	19.000000
43	19.000000
44	19.000000
45	19.000000
46	19.000000
47	19.000000
48	20.000000
49	19.000000
